Date,GA,GA Title,Lecture Title,URL,Location
22/09/1918,261,Our Dead,Address at the Grave of Marie Hahn,https://rsarchive.org/Lectures/GA261/English/SOL2025/19180922.html,Reinach
27/09/1918,273,The Problem of Faust,Some Spiritual-Scientific Observations in Connection with the “Classical Walpurgis-Night”,https://rsarchive.org/Lectures/GA273/English/UNK1930/19180927p01.html,Dornach
28/09/1918,273,The Problem of Faust,Spiritual Science Considered with the Classical Walpurgis-Night,https://rsarchive.org/Lectures/GA273/English/UNK1930/19180928p01.html,Dornach
29/09/1918,273,The Problem of Faust,Goethe's Life of the Soul from the Standpoint of Spiritual Science,https://rsarchive.org/Lectures/GA273/English/UNK1930/19180929p01.html,Dornach
04/10/1918,184,Three Streams in Human Evolution,Lecture I,https://rsarchive.org/Lectures/GA184/English/RSP1985/19181004p02.html,Dornach
05/10/1918,184,Three Streams in Human Evolution,Lecture II,https://rsarchive.org/Lectures/GA184/English/RSP1985/19181005p02.html,Dornach
06/10/1918,184,Three Streams in Human Evolution,Lecture III,https://rsarchive.org/Lectures/GA184/English/RSP1985/19181006p02.html,Dornach
06/10/1918,184,"St. Augustine, St. Simon and Auguste Comte","St Augustine, St Simon and Auguste Comte",https://rsarchive.org/Lectures/GA184/English/Singles/19180906p01.html,Dornach
08/10/1918,73,Anthoposophy Has Something to Add to Modern Science,Can a method of gaining insight into spheres beyond the sense-perceptible world be given a scientific basis?,https://rsarchive.org/Lectures/GA073/English/CMP2004/19181008p01.html,Zurich
09/10/1918,182,The Work of the Angels in Man's Astral Body,The Work of the Angels In Mans Astral Body,https://rsarchive.org/Lectures/GA182/English/Singles/19181009p01.html,Zurich
09/10/1918,182,What Does the Angel Do in Our Astral Body?,What Does the Angel Do in Our Astral Body?,https://rsarchive.org/Lectures/GA182/English/Singles/19181009p02.html,Zurich
10/10/1918,73,Anthoposophy Has Something to Add to Modern Science,The spiritual scientific make-up of psychology,https://rsarchive.org/Lectures/GA073/English/CMP2004/19181010p01.html,Zurich
11/10/1918,184,Three Streams in Human Evolution,Lecture IV,https://rsarchive.org/Lectures/GA184/English/RSP1985/19181011p02.html,Dornach
12/10/1918,184,Three Streams in Human Evolution,Lecture V,https://rsarchive.org/Lectures/GA184/English/RSP1985/19181012p02.html,Dornach
13/10/1918,184,Three Streams in Human Evolution,Lecture VI,https://rsarchive.org/Lectures/GA184/English/RSP1985/19181013p02.html,Dornach
15/10/1918,73,Anthoposophy Has Something to Add to Modern Science,"The study of nature, social science and religious life seen in the light of spiritual science",https://rsarchive.org/Lectures/GA073/English/CMP2004/19181015p01.html,Zurich
16/10/1918,182,How Do I Find the Christ?,How Do I Find the Christ?,https://rsarchive.org/Lectures/GA182/English/Singles/19181016p01.html,Zurich
17/10/1918,73,Anthoposophy Has Something to Add to Modern Science,Modern history in the light of spiritual-scientific investigation,https://rsarchive.org/Lectures/GA073/English/CMP2004/19181018p01.html,Zurich
18/10/1918,185,From Symptom to Reality in Modern History,The Birth of the Consciousness Soul,https://rsarchive.org/Lectures/GA185/English/RSP1976/19181018p01.html,Dornach
18/10/1918,277b,The Development of Eurythmy 1918–1920,Cancelled Event,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19181018e01.html,Zurich
19/10/1918,185,From Symptom to Reality in Modern History,Symptomatology of Recent Centuries,https://rsarchive.org/Lectures/GA185/English/RSP1976/19181019p01.html,Dornach
20/10/1918,185,From Symptom to Reality in Modern History,Characteristics of Historical Symptoms in Recent Times,https://rsarchive.org/Lectures/GA185/English/RSP1976/19181020p01.html,Dornach
25/10/1918,185,From Symptom to Reality in Modern History,The Historical Significance of the Scientific Mode of Thinking,https://rsarchive.org/Lectures/GA185/English/RSP1976/19181025p01.html,Dornach
26/10/1918,185,From Symptom to Reality in Modern History,The Supersensible Element in the Study of History,https://rsarchive.org/Lectures/GA185/English/RSP1976/19181026p02.html,Dornach
26/10/1918,185,Evil and the Future of Man,Evil and the Future of Man,https://rsarchive.org/Lectures/GA185/English/Singles/19181026p01.html,Dornach
30/10/1918,72,"Freedom, Immortality and Social Life",The Nature of the Soul and Body of Man as Illuminated by Spiritual Science,https://rsarchive.org/Lectures/GA072/English/eLib2017/19181030p01.html,Basel
30/10/1918,185,From Symptom to Reality in Modern History,Brief Reflections on the Publication of the New Edition of ‘The Philosophy of Freedom’,https://rsarchive.org/Lectures/GA185/English/RSP1976/19181027p01.html,Dornach
31/10/1918,72,"Freedom, Immortality and Social Life",Justification of Supersensible Knowledge Through Natural Science,https://rsarchive.org/Lectures/GA072/English/eLib2017/19181031p01.html,Basel
01/11/1918,185,From Symptom to Reality in Modern History,Incidental Reflections on the Occasion of the New Edition of ‘Goethes Weltanschauung’,https://rsarchive.org/Lectures/GA185/English/RSP1976/19181101p01.html,Dornach
01/11/1918,252,The History of the Johannesbau and Goetheanum Associations,The First Special General Meeting of the Johannesbau Association,https://rsarchive.org/Lectures/GA252/English/SOL2024/19181101s01.html,Dornach
02/11/1918,185,From Symptom to Reality in Modern History,Religious Impulses of the Fifth Post-Atlantean Epoch,https://rsarchive.org/Lectures/GA185/English/RSP1976/19181102p01.html,Dornach
03/11/1918,185,From Symptom to Reality in Modern History,The Relation Between the Deeper European Impulses and Those of the Present Day,https://rsarchive.org/Lectures/GA185/English/RSP1976/19181103p01.html,Dornach
03/11/1918,252,The History of the Johannesbau and Goetheanum Associations,Request to Speak at the 6th Annual General Meeting,https://rsarchive.org/Lectures/GA252/English/SOL2024/19181103s01.html,Dornach
03/11/1918,252,The History of the Johannesbau and Goetheanum Associations,The Sixth Annual General Meeting of the Johannesbau Association,https://rsarchive.org/Lectures/GA252/English/SOL2024/19181103t01.html,Dornach
08/11/1918,71b,The Human Being as a Spirit and Soul Being,"Moral, Social, and Religious Life in Light of a Supernatural Worldview",https://rsarchive.org/Lectures/GA071b/English/SOL2024/19181108p01.html,Basel
09/11/1918,185a,The Developmental History of Social Opinion,First Lecture,https://rsarchive.org/Lectures/GA185a/English/SOL2024/19181109p01.html,Dornach
10/11/1918,185a,The Developmental History of Social Opinion,Second Lecture,https://rsarchive.org/Lectures/GA185a/English/SOL2024/19181110p01.html,Dornach
15/11/1918,185a,The Developmental History of Social Opinion,Third Lecture,https://rsarchive.org/Lectures/GA185a/English/SOL2024/19181115p01.html,Dornach
16/11/1918,185a,The Developmental History of Social Opinion,Fourth Lecture,https://rsarchive.org/Lectures/GA185a/English/SOL2024/19181116p01.html,Dornach
17/11/1918,185a,The Developmental History of Social Opinion,Fifth Lecture,https://rsarchive.org/Lectures/GA185a/English/SOL2024/19181117p01.html,Dornach
22/11/1918,185a,The Developmental History of Social Opinion,Sixth Lecture,https://rsarchive.org/Lectures/GA185a/English/SOL2024/19181122p01.html,Dornach
23/11/1918,185a,The Developmental History of Social Opinion,Seventh Lecture,https://rsarchive.org/Lectures/GA185a/English/SOL2024/19181123p01.html,Dornach
24/11/1918,185a,The Developmental History of Social Opinion,Eighth Lecture,https://rsarchive.org/Lectures/GA185a/English/SOL2024/19181124p01.html,Dornach
29/11/1918,186,The Challenge of the Times,East and West from a Spiritual Point of View,https://rsarchive.org/Lectures/GA186/English/AP1941/19181129p01.html,Dornach
30/11/1918,186,The Challenge of the Times,The Present from the Viewpoint of the Present,https://rsarchive.org/Lectures/GA186/English/AP1941/19181130p01.html,Dornach
01/12/1918,186,The Challenge of the Times,"The Mechanistic, Eugenic and Hygienic Aspects of the Future",https://rsarchive.org/Lectures/GA186/English/AP1941/19181201p01.html,Dornach
06/12/1918,186,The Challenge of the Times,Social and Antisocial Instincts,https://rsarchive.org/Lectures/GA186/English/AP1941/19181206p01.html,Dornach
07/12/1918,186,The Challenge of the Times,Specters of the Old Testament in the Nationalism of the Present,https://rsarchive.org/Lectures/GA186/English/AP1941/19181207p01.html,Dornach
08/12/1918,186,The Challenge of the Times,The Innate Capacities of the Nations of the World,https://rsarchive.org/Lectures/GA186/English/AP1941/19181208p01.html,Dornach
09/12/1918,72,"Freedom, Immortality and Social Life",Justification for a Science of the Soul in the Sense of Anthroposophy,https://rsarchive.org/Lectures/GA072/English/eLib2017/19181209p01.html,Bern
11/12/1918,72,"Freedom, Immortality and Social Life","Moral, Social and Religious Life from the Standpoint of Anthroposophy",https://rsarchive.org/Lectures/GA072/English/eLib2017/19181211p01.html,Bern
12/12/1918,186,Social and Anti-Social Forces in the Human Being,Social and Anti-social Forces In The Human Being,https://rsarchive.org/Lectures/GA186/English/Singles/19181212p01.html,Bern
13/12/1918,186,The Fundamental Social Demand of Our Times,The Transforming of Instinctive into Conscious Impulses,https://rsarchive.org/Lectures/GA186/English/C52/19181213p01.html,Dornach
14/12/1918,186,The Fundamental Social Demand of Our Times,The Logic of Thought and the Logic of Reality,https://rsarchive.org/Lectures/GA186/English/C52/19181214p01.html,Dornach
15/12/1918,186,The Fundamental Social Demand of Our Times,The Metamorphosis of Intelligence,https://rsarchive.org/Lectures/GA186/English/C52/19181215p01.html,Dornach
20/12/1918,186,The Fundamental Social Demand of Our Times,The New Revelation of the Spirit,https://rsarchive.org/Lectures/GA186/English/C52/19181220p01.html,Dornach
21/12/1918,186,The Fundamental Social Demand of Our Times,Understand One-Another,https://rsarchive.org/Lectures/GA186/English/C52/19181221p01.html,Dornach
22/12/1918,187,How Can Humanity Find the Christ Again?,The Birth of Christ in the Human Soul,https://rsarchive.org/Lectures/GA187/English/AP1984/19181222p02.html,Basel
22/12/1918,187,The Birth of Christ in the Human Soul,The Birth of Christ in the Human Soul,https://rsarchive.org/Lectures/GA187/English/Singles/19181222p01.html,Basel
24/12/1918,187,How Can Humanity Find the Christ Again?,The Entrance of Christianity into the Course of Earth Evolution,https://rsarchive.org/Lectures/GA187/English/AP1984/19181224p01.html,Dornach
25/12/1918,187,How Can Humanity Find the Christ Again?,Distribution of Man's Inner Impulses in the Course of His Life,https://rsarchive.org/Lectures/GA187/English/AP1984/19181225p01.html,Dornach
27/12/1918,187,How Can Humanity Find the Christ Again?,The Evolution of Christianity from the Mysteries of pre-Christian Times,https://rsarchive.org/Lectures/GA187/English/AP1984/19181227p01.html,Dornach
28/12/1918,187,How Can Humanity Find the Christ Again?,The Change in the Human Soul Constitution,https://rsarchive.org/Lectures/GA187/English/AP1984/19181228p01.html,Dornach
29/12/1918,187,How Can Humanity Find the Christ Again?,Transformation of the Human Being in the Course of Evolution,https://rsarchive.org/Lectures/GA187/English/AP1984/19181229p01.html,Dornach
31/12/1918,35,The Luciferic and Ahrimanic in Relation to Man,The Luciferic and Ahrimanic in Relation to Man,https://rsarchive.org/Articles/GA035/English/Singles/LucArt.html,
31/12/1918,187,How Can Humanity Find the Christ Again?,Experiences of the Old Year and Outlook over the New Year I,https://rsarchive.org/Lectures/GA187/English/AP1984/19181231p01.html,Dornach
01/01/1919,187,How Can Humanity Find the Christ Again?,Experiences of the Old Year and Outlook over the New Year II,https://rsarchive.org/Lectures/GA187/English/AP1984/19190101p01.html,Dornach
03/01/1919,188,Goetheanism as an Impulse for Man's Transformation,The Difference Between Man and Animal,https://rsarchive.org/Lectures/GA188/English/UNK1960/19190103p01.html,Dornach
04/01/1919,188,Goetheanism as an Impulse for Man's Transformation,St. John of the Cross,https://rsarchive.org/Lectures/GA188/English/UNK1960/19190104p01.html,Dornach
05/01/1919,188,Goetheanism as an Impulse for Man's Transformation,"Clairvoyant Vision Looks at Mineral, Plant, Animal, Man",https://rsarchive.org/Lectures/GA188/English/UNK1960/19190105p01.html,Dornach
10/01/1919,188,Goetheanism as an Impulse for Man's Transformation,Human Qualities Which Oppose Antroposophy,https://rsarchive.org/Lectures/GA188/English/UNK1960/19190110p01.html,Dornach
11/01/1919,188,Goetheanism as an Impulse for Man's Transformation,"Paganism, Hebraism, and the Greek Spirit, Hellenism",https://rsarchive.org/Lectures/GA188/English/UNK1960/19190111p01.html,Dornach
12/01/1919,188,Goetheanism as an Impulse for Man's Transformation,Goetheanism as an Impulse for Man's Transformation,https://rsarchive.org/Lectures/GA188/English/UNK1960/19190112p01.html,Dornach
14/01/1919,261,Our Dead,Address at the Grave of Marie Leyh,https://rsarchive.org/Lectures/GA261/English/SOL2025/19190114.html,Arlesheim
17/01/1919,273,The Problem of Faust,Faust's Knowledge and Understanding of Himself and of the Forces Actually Slumbering in Man,https://rsarchive.org/Lectures/GA273/English/UNK1930/19190117p01.html,Dornach
18/01/1919,273,The Problem of Faust,The Vision of Reality in the Greek Myths,https://rsarchive.org/Lectures/GA273/English/UNK1930/19190118p01.html,Dornach
19/01/1919,273,The Problem of Faust,Goetheanism In Place of Homunculism and Mephistophelianism,https://rsarchive.org/Lectures/GA273/English/UNK1930/19190119p01.html,Dornach
24/01/1919,188,A Turning-Point in Modern History,A Turning-Point in Modern History,https://rsarchive.org/Lectures/GA188/English/Singles/19190124p01.html,Dornach
25/01/1919,188,The Relationship Between Human Science and Social Science,The Relationship Between Human Science and Social Science,https://rsarchive.org/Lectures/GA188/English/Singles/19190125p01.html,Dornach
25/01/1919,332b,Current Social and Economic Issues,Discussion on Questions of Threefolding I,https://rsarchive.org/Lectures/GA332b/English/SOL2024/19190125e01.html,Dornach
26/01/1919,188,"Migrations, Social Life",The Migration of People in the Past and the Present,https://rsarchive.org/Lectures/GA188/English/NSL1943/19190126p01.html,Dornach
27/01/1919,332b,Current Social and Economic Issues,Discussion on Questions of Threefolding II,https://rsarchive.org/Lectures/GA332b/English/SOL2024/19190127e01.html,
31/01/1919,188,"Migrations, Social Life",What Form Can the Requirements of Social Life Take on at the Present Time?,https://rsarchive.org/Lectures/GA188/English/NSL1943/19190131p01.html,Dornach
01/02/1919,188,"Migrations, Social Life",The Three Conditions Which Determine Man's Position in the World,https://rsarchive.org/Lectures/GA188/English/NSL1943/19190202p01.html,Dornach
02/02/1919,188,"Migrations, Social Life",The Emancipation of the Economic Process from the Personal Element,https://rsarchive.org/Lectures/GA188/English/NSL1943/19190201p01.html,Dornach
03/02/1919,328,The Social Question,The True Form of the Social Question,https://rsarchive.org/Lectures/GA328/English/eLib2017/19190203p01.html,Zurich
04/02/1919,193,Inner Aspect of the Social Question,Lecture I,https://rsarchive.org/Lectures/GA193/English/RSP1974/19190204p01.html,Zurich
05/02/1919,328,The Social Question,A comparison between the attempts at solving the social question,https://rsarchive.org/Lectures/GA328/English/eLib2017/19190205p01.html,Zurich
06/02/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,The Social Question as Determined by the Necessities of Contemporary Humanity,https://rsarchive.org/Lectures/GA336/English/SOL2024/19190206e01.html,Bern
07/02/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,The Realistic Solutions Demanded by Life for the Social Issues and Necessities,https://rsarchive.org/Lectures/GA336/English/SOL2024/19190207e01.html,Bern
08/02/1919,193,The Social Question as a Problem of All Humanity,The Social Question as a Problem of All Humanity,https://rsarchive.org/Lectures/GA193/English/Singles/19190208p01.html,Bern
10/02/1919,328,The Social Question,Fanaticism versus a real conception of life in social thinking and willing,https://rsarchive.org/Lectures/GA328/English/eLib2017/19190210p01.html,Zurich
11/02/1919,193,Inner Aspect of the Social Question,Lecture II,https://rsarchive.org/Lectures/GA193/English/RSP1974/19190211p01.html,Zurich
12/02/1919,328,The Social Question,The evolution of social thinking and willing and life's circumstances for current humanity.,https://rsarchive.org/Lectures/GA328/English/eLib2017/19190212p01.html,Zurich
13/02/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,The Social Necessities of Contemporary Humanity Based on a Study in Spiritual Science,https://rsarchive.org/Lectures/GA336/English/SOL2024/19190213e01.html,Basel
14/02/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,Realistic Attempts to Solve the Social Questions on the Basis of a Spiritual-Scientific View of Life,https://rsarchive.org/Lectures/GA336/English/SOL2024/19190214e01.html,Basel
15/02/1919,189,The Social Question as a Question of Consciousness,Lecture I,https://rsarchive.org/Lectures/GA189/English/UNK1970/19190215p01.html,Dornach
16/02/1919,189,The Social Question as a Question of Consciousness,Lecture II,https://rsarchive.org/Lectures/GA189/English/UNK1970/19190216p01.html,Dornach
21/02/1919,189,The Social Question as a Question of Consciousness,Lecture III,https://rsarchive.org/Lectures/GA189/English/UNK1970/19190221p01.html,Dornach
24/02/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190224e01.html,Zurich
25/02/1919,328,The Social Question,"The social will as the basis towards a new, scientific procedure",https://rsarchive.org/Lectures/GA328/English/eLib2017/19190225p01.html,Zurich
26/02/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,"The Social Question As An Economic, Legal And Intellectual Question",https://rsarchive.org/Lectures/GA336/English/SOL2024/19190228e01.html,Winterthur
27/02/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190227e01.html,Winterthur
28/02/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,https://rsarchive.org/Lectures/GA336/English/SOL2024/19190226e01.html,Basel
01/03/1919,189,The Social Question as a Question of Consciousness,Lecture IV,https://rsarchive.org/Lectures/GA189/English/UNK1970/19190301p01.html,Dornach
02/03/1919,189,The Social Question as a Question of Consciousness,Lecture V,https://rsarchive.org/Lectures/GA189/English/UNK1970/19190302p01.html,Dornach
07/03/1919,189,The Social Question as a Question of Consciousness,Lecture VI,https://rsarchive.org/Lectures/GA189/English/UNK1970/19190307p01.html,Dornach
08/03/1919,328,The Social Question,What significance does work have for the modern Proletarian?,https://rsarchive.org/Lectures/GA328/English/eLib2017/19190308p01.html,Zurich
09/03/1919,193,Inner Aspect of the Social Question,Lecture III,https://rsarchive.org/Lectures/GA193/English/RSP1974/19190309p01.html,Zurich
11/03/1919,329,The Liberation of the Human Being as the Basis for a Social Reorganization,"The Real Foundations of a League of Nations in the Economic, Legal and Spiritual Forces of Peoples",https://rsarchive.org/Lectures/GA329/English/SOL2024/19190311p01.html,Bern
13/03/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190313e01.html,Dornach
14/03/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190314e01.html,Dornach
15/03/1919,189,The Social Question as a Question of Consciousness,Lecture VII,https://rsarchive.org/Lectures/GA189/English/UNK1970/19190315p01.html,Dornach
16/03/1919,189,The Social Question as a Question of Consciousness,Lecture VIII,https://rsarchive.org/Lectures/GA189/English/UNK1970/19190316p01.html,Dornach
17/03/1919,329,The Liberation of the Human Being as the Basis for a Social Reorganization,What is the Purpose of the Modern Proletarian's Work?,https://rsarchive.org/Lectures/GA329/English/SOL2024/19190317p01.html,Bern
19/03/1919,329,The Liberation of the Human Being as the Basis for a Social Reorganization,Proletarian Demands and Their Future Practical Realization,https://rsarchive.org/Lectures/GA329/English/SOL2024/19190319p01.html,Winterthur
21/03/1919,190,Past and Future Impulses in Society,Lecture I,https://rsarchive.org/Lectures/GA190/English/SOL2023/19190321p01.html,Dornach
22/03/1919,190,Past and Future Impulses in Society,Lecture II,https://rsarchive.org/Lectures/GA190/English/SOL2023/19190322p01.html,Dornach
23/03/1919,190,Past and Future Impulses in Society,Lecture III,https://rsarchive.org/Lectures/GA190/English/SOL2023/19190323p01.html,Dornach
23/03/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190323e01.html,Dornach
24/03/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190324e01.html,Dornach
28/03/1919,190,The Social Question as a Problem of Soul Life,Inner Experience of Language I,https://rsarchive.org/Lectures/GA190/English/LRZ1969/19190328p01.html,Dornach
29/03/1919,190,The Social Question as a Problem of Soul Life,Inner Experience of Language II,https://rsarchive.org/Lectures/GA190/English/LRZ1969/19190329p01.html,Dornach
30/03/1919,190,Art As A Bridge Between The Sensible And The Supersensible,Art As A Bridge Between The Sensible And The Supersensible,https://rsarchive.org/Lectures/GA190/English/Singles/19190330p01.html,Dornach
30/03/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190330e01.html,Dornach
02/04/1919,329,The Liberation of the Human Being as the Basis for a Social Reorganization,Proletarian Demands and Their Future Practical Realization,https://rsarchive.org/Lectures/GA329/English/SOL2024/19190402p01.html,Basel
04/04/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,The Key Points of the Social Question,https://rsarchive.org/Lectures/GA336/English/SOL2024/19190404e01.html,Dornach
05/04/1919,190,The Spiritual Background of the Social Question,Lecture I,https://rsarchive.org/Lectures/GA190/English/UNK1954/19190405p01.html,Dornach
05/04/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190405e01.html,Dornach
06/04/1919,190,The Spiritual Background of the Social Question,Lecture II,https://rsarchive.org/Lectures/GA190/English/UNK1954/19190406p01.html,Dornach
09/04/1919,329,The Liberation of the Human Being as the Basis for a Social Reorganization,The Social Will and Proletarian Demands,https://rsarchive.org/Lectures/GA329/English/SOL2024/19190409p01.html,Basel
10/04/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,Social Aspiration and Proletarian Demands,https://rsarchive.org/Lectures/GA336/English/SOL2024/19190410e01.html,Münchenstein
11/04/1919,190,The Spiritual Background of the Social Question,Lecture III,https://rsarchive.org/Lectures/GA190/English/UNK1954/19190411p01.html,Dornach
12/04/1919,190,The Spiritual Background of the Social Question,Lecture IV,https://rsarchive.org/Lectures/GA190/English/UNK1954/19190412p01.html,Dornach
13/04/1919,190,The Spiritual Background of the Social Question,Lecture V,https://rsarchive.org/Lectures/GA190/English/UNK1954/19190413p01.html,Dornach
13/04/1919,190,Spiritual Emptiness and Social Life,Spiritual Emptiness and Social Life,https://rsarchive.org/Lectures/GA190/English/Singles/19190413p01.html,Dornach
14/04/1919,190,The Spiritual Background of the Social Question,Lecture VI,https://rsarchive.org/Lectures/GA190/English/UNK1954/19190414p01.html,Dornach
19/04/1919,332b,Current Social and Economic Issues,Farewell Address to the Members before Departing for Stuttgart,https://rsarchive.org/Lectures/GA332b/English/SOL2024/19190419e01.html,Dornach
21/04/1919,192,Spiritual-Scientific Consideration of Social and Pedagogic Questions,Prelude to the Threefold Commonwealth,https://rsarchive.org/Lectures/GA192/English/UNK192A/19190421p01.html,Stuttgart
22/04/1919,330,The Reorganization of the Social Organism,The Meeting of the Signatories of the Appeal “To the German People and the Cultural World»,https://rsarchive.org/Lectures/GA330/English/SOL2024/19190422p02.html,Stuttgart
22/04/1919,332b,Current Social and Economic Issues,First Committee Meeting with the Foreign Representatives of the “Appeal”,https://rsarchive.org/Lectures/GA332b/English/SOL2024/19190422e01.html,Stuttgart
23/04/1919,192,Spiritual-Scientific Consideration of Social and Pedagogic Questions,Esoteric Prelude to an Exoteric Consideration of the Social Question I,https://rsarchive.org/Lectures/GA192/English/UNK192A/19190423p01.html,Stuttgart
23/04/1919,330,The Reorganization of the Social Organism,Proletarian Demands and Their Future Practical Realization,https://rsarchive.org/Lectures/GA330/English/SOL2024/19190423p02.html,Stuttgart
24/04/1919,332b,Current Social and Economic Issues,Second Committee Meeting with the Foreign Representatives,https://rsarchive.org/Lectures/GA332b/English/SOL2024/19190424e01.html,Stuttgart
25/04/1919,330,The Reorganization of the Social Organism,What and How Should Socialization Take Place?,https://rsarchive.org/Lectures/GA330/English/SOL2024/19190425p02.html,Stuttgart
28/04/1919,330,The Reorganization of the Social Organism,The Key Points of the Social Question in the Necessities of Life In the Present and the Future,https://rsarchive.org/Lectures/GA330/English/SOL2024/19190428p02.html,Stuttgart
29/04/1919,263,Correspondence with Edith Maryon 1912–1924,Letter from Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190429.html,
01/05/1919,192,Spiritual-Scientific Consideration of Social and Pedagogic Questions,Esoteric Prelude to an Exoteric Consideration of the Social Question II,https://rsarchive.org/Lectures/GA192/English/UNK192A/19190501p01.html,Stuttgart
03/05/1919,330,The Reorganization of the Social Organism,Ways Out of Social Hardship and Towards a Practical Goal,https://rsarchive.org/Lectures/GA330/English/SOL2024/19190503p02.html,Stuttgart
06/05/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190506e01.html,Stuttgart
06/05/1919,263,Correspondence with Edith Maryon 1912–1924,Letter from Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190506.html,
08/05/1919,331,Work Councils and Socialization,1st Assembly of the Workers' Committees of the Large Enterprises of Stuttgart,https://rsarchive.org/Lectures/GA331/English/SOL2024/19190508p01.html,Stuttgart
10/05/1919,263,Correspondence with Edith Maryon 1912–1924,Letter to Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190510.html,Stuttgart
11/05/1919,192,Social Basis For Primary and Secondary Education,Lecture I,https://rsarchive.org/Lectures/GA192/English/WI1975/19190511p01.html,Stuttgart
13/05/1919,330,The Reorganization of the Social Organism,The Future of Capital and Human Labor,https://rsarchive.org/Lectures/GA330/English/SOL2024/19190513p02.html,Stuttgart
16/05/1919,330,The Reorganization of the Social Organism,Details of the Reorganization of the Social Organism,https://rsarchive.org/Lectures/GA330/English/SOL2024/19190516p02.html,Stuttgart
18/05/1919,192,Social Basis For Primary and Secondary Education,Lecture II,https://rsarchive.org/Lectures/GA192/English/WI1975/19190518p01.html,Stuttgart
21/05/1919,263,Correspondence with Edith Maryon 1912–1924,Letter from Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190521.html,
22/05/1919,331,Work Councils and Socialization,First Discussion Evening,https://rsarchive.org/Lectures/GA331/English/SOL2024/19190522p01.html,Stuttgart
25/05/1919,337a,"Social Ideas, Social Reality, Social Practice I",Questions on the Threefold Order of the Social Organism I,https://rsarchive.org/Lectures/GA337a/English/SOL2024/19190525e01.html,Stuttgart
25/05/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190525e01.html,Stuttgart
26/05/1919,333,Freedom of Thought and Social Forces,The Triple Nature of the Social Question,https://rsarchive.org/Lectures/GA333/English/SOL2024/19190526.html,Ulm
28/05/1919,331,Work Councils and Socialization,Second Discussion Evening,https://rsarchive.org/Lectures/GA331/English/SOL2024/19190528p01.html,Stuttgart
30/05/1919,337a,"Social Ideas, Social Reality, Social Practice I",Questions on the Threefold Order of the Social Organism II,https://rsarchive.org/Lectures/GA337a/English/SOL2024/19190530e01.html,Stuttgart
31/05/1919,330,Threefold Order of the Body Social I,The Impulse Towards the Threefold Order,https://rsarchive.org/Lectures/GA330/English/ASGB1950/19190531p01.html,Stuttgart
01/06/1919,192,Social Basis For Primary and Secondary Education,Lecture III,https://rsarchive.org/Lectures/GA192/English/WI1975/19190601p01.html,Stuttgart
02/06/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,"The Impulse for the Threefold Social Order not “mere idealism”, but an Immediate Practical Demand of the Moment",https://rsarchive.org/Lectures/GA336/English/SOL2024/19190602e01.html,Tübingen
04/06/1919,263,Correspondence with Edith Maryon 1912–1924,Letter to Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190604.html,Stuttgart
05/06/1919,331,Work Councils and Socialization,Third Discussion Evening,https://rsarchive.org/Lectures/GA331/English/SOL2024/19190605p01.html,Stuttgart
